param,truth,mean,std,pull_sigma,rhat,w_eff0,w0,wa,accept_frac
beta0,0.1,0.13168019596848982,0.095692669994602,0.331061887710698,1.0033310829444926,-1.0182701792574032,-1.0532916329453945,0.17265618583030018,0.7987875
