param,truth,mean,std,pull_sigma,rhat,w_eff0,w0,wa,accept_frac
beta0,0.1,0.09120120835148135,0.016312028330347634,-0.5394051230372735,0.9975476128961218,-1.0126523812837165,-1.0365566547769867,0.11844398048361063,0.8088499999999998
