param,mean,std,upper95,lnZ_model,lnZ_model_err,lnZ_lcdm,delta_lnZ,chi2_model,chi2_lcdm,ndata
beta0,0.106563839440398,0.0825468995898175,0.2669756630918936,-12.087092891523463,0.10495696298546223,-10.218833519879324,-1.8682593716441396,21.33818496823056,20.437667039758647,12
